"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3098999";"";"None";"404.47";"1";"5.59";"24e";"Cc1cc(N)c2cc(NC(=O)c3cccc(-c4cccc5cccnc45)c3)ccc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3100547";"Inhibition of human MMP-1 after 60 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"100.0"
"CHEMBL3098995";"";"None";"404.47";"1";"5.59";"24a";"Cc1cc(N)c2cc(NC(=O)c3cccc(-c4ccc5ncccc5c4)c3)ccc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3100547";"Inhibition of human MMP-1 after 60 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"100.0"
"CHEMBL3098993";"";"None";"404.47";"1";"5.59";"22c";"Cc1cc(N)c2cc(NC(=O)c3ccc(-c4cccc5ncccc45)cc3)ccc2n1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3100547";"Inhibition of human MMP-1 after 60 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";""
"CHEMBL3098991";"";"None";"404.47";"1";"5.59";"22a";"Cc1cc(N)c2cc(NC(=O)c3ccc(-c4cnc5ccccc5c4)cc3)ccc2n1";"IC50";"'='";"78000.0";"nM";"4.11";"";"";"UO_0000065";"10.16";"0.18";"-1.48";"5.08";"0";"CHEMBL3100547";"Inhibition of human MMP-1 after 60 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"78.0"
"CHEMBL3098990";"";"None";"335.41";"0";"3.71";"18t, MBX1033";"COc1ccccc1CCC(=O)Nc1ccc2nc(C)cc(N)c2c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3100547";"Inhibition of human MMP-1 after 60 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"100.0"
"CHEMBL3098985";"";"None";"396.49";"1";"5.11";"18n";"Cc1cc(N)c2cc(NC(=O)c3cccc(-c4ccc(N(C)C)cc4)c3)ccc2n1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3100547";"Inhibition of human MMP-1 after 60 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";""
"CHEMBL421882";"";"None";"412.31";"0";"3.50";"20";"CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2341925";"Inhibition of MMP1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331497";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";""
"CHEMBL101168";"";"None";"134.14";"0";"0.15";"1-AMINOBENZOTRIAZOLE";"Nn1nnc2ccccc21";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL3897970";"";"None";"451.48";"0";"1.10";"table 2-4";"Cc1cc(F)ccc1COc1ccc(S(=O)(=O)N2CC(=O)N[C@@H](C)[C@@H]2C(=O)NO)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3880443";"Inhibition of trypsin-activated recombinant human collagenase 1 preincubated with protein followed by addition of DNP-Pro-Cha-Gly-Cys(Me)-His-Ala-Lys(NMA)-NH2 as substrate measured after 20 mins by fluorescence analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880381";"38";"SureChEMBL Patent Bioactivity Data";"";"2001";"None";"";"";"";"1000.0"
"CHEMBL3968787";"";"None";"482.99";"0";"2.88";"table 2-18";"Cc1ccc(Cl)cc1COc1ccc(S(=O)(=O)N2C[C@H](O)CC(C)(C)[C@@H]2C(=O)NO)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3880443";"Inhibition of trypsin-activated recombinant human collagenase 1 preincubated with protein followed by addition of DNP-Pro-Cha-Gly-Cys(Me)-His-Ala-Lys(NMA)-NH2 as substrate measured after 20 mins by fluorescence analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880381";"38";"SureChEMBL Patent Bioactivity Data";"";"2001";"None";"";"";"";"1000.0"
"CHEMBL187092";"";"None";"472.92";"0";"2.47";"21";"C[C@@]1(O)CCCN(S(=O)(=O)c2ccc(OCc3ccc(F)cc3Cl)cc2)[C@H]1C(=O)NO";"IC50";"'='";"310.0";"nM";"6.51";"";"";"UO_0000065";"13.76";"0.29";"4.04";"5.60";"1";"CHEMBL2168198";"Inhibition of MMP-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163235";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"310.0"
"CHEMBL4442617";"";"None";"828.93";"2";"2.97";"8";"O=C(NCC[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)NO)c1cccc(C(=O)NCC[C@@H](NS(=O)(=O)c2ccc(-c3ccccc3)cc2)C(=O)NO)c1";"IC50";"'='";"870.0";"nM";"6.06";"";"";"UO_0000065";"7.31";"0.14";"3.09";"2.43";"0";"CHEMBL4372229";"Inhibition of recombinant human pro-MMP1 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition and measured every 10 secs for 15 mins in presence of APMA by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371035";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"870.0"
"CHEMBL5187038";"";"None";"432.48";"0";"1.10";"27";"CC(=O)Nc1ccccc1OCc1cn(CCNC(=O)C(CC(C)C)C(=O)NO)nn1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5106989";"Inhibition of human recombinant N-terminal his6-tagged MMP-1 expressed in HEK293 cells by microplate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5104188";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"";"";"100.0"
"CHEMBL181";"DIAZOXIDE";"4.0";"230.68";"0";"1.68";"1";"CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1430";"PENICILLAMINE";"4.0";"149.21";"0";"0.11";"PENICILLAMINE";"CC(C)(S)[C@@H](N)C(=O)O";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL723";"CARVEDILOL";"4.0";"406.48";"0";"3.74";"CARVEDILOL";"COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1159650";"CLOBETASOL PROPIONATE";"4.0";"466.98";"0";"4.10";"CLOBETASOL PROPIONATE";"CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1220";"TINIDAZOLE";"4.0";"247.28";"0";"0.53";"TINIDAZOLE";"CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL3889936";"";"None";"548.62";"1";"3.17";"29a";"CC(C)C(CS(=O)(=O)c1ccc(-c2cccc(CNC(=O)c3nc4ccccc4c(=O)[nH]3)c2)cc1)N(O)C=O";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3868398";"Inhibition of recombinant human AMPA-activated MMP1 using Cy3-PLGLK(Cy5Q)AR-NH2 as substrate measured after 40 mins by spectrofluorimetric method";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3867480";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";"";"";"18.0"
"CHEMBL498847";"SECNIDAZOLE";"4.0";"185.18";"0";"0.48";"SECNIDAZOLE";"Cc1ncc([N+](=O)[O-])n1CC(C)O";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL5961937";"";"None";"338.37";"0";"2.37";"BDBM256142";"O=C(O)c1c[nH]c(CNCc2ccc(OCc3cccnc3)cc2)n1";"IC50";"'='";"235000.0";"nM";"";"Outside typical range";"446568";"UO_0000065";"";"";"";"";"0";"CHEMBL5730325";"Activity Assay: Stock solution of substrate (Mca-Lys-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2) was prepared in DMSO at a concentration of 6 mM. Assays were performed in an assay buffer (50 mM Tris pH 7.5, 300 mM NaCl, 10 uM ZnSO4, 5 mM CaCl2, 0.005% Brij-35). The final DMSO concentration in all assays was 1.0%. The used substrate concentration was 3.33 uM. The assays were carried out at 37° C. The fluorescence changes, resulting from the substrate cleavage, were detected using excitation at 340 nm and emission wavelength of 405 nm using a Wallac 1420 Microplate Reader. The reaction mixtures were preincubated with the inhibitors for 30 minutes. The reactions were started by the addition of MMP substrate, and the fluorescence intensity changes were measured after 60 minutes. The obtained fluorescence values were normalized and % inhibition values calculated. Dose response curves were determined from 6 concentration points using three fold dilution steps, each concentration point was determined in dupllicate. IC50 values were calculated from the dose response curves. FIGS. 1-4 show the dose response curves of Compound 1 and ilomastat on on MMP1, -2, -9, -13 activities respectively.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725232";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"235000.0"
"CHEMBL5963948";"";"None";"445.49";"1";"5.03";"BDBM256141";"O=C(O)c1c[nH]c(CN(Cc2ccc(F)cc2)Cc2ccc(OCc3ccccc3)cc2)n1";"IC50";"'='";"33000.0";"nM";"4.48";"";"446570";"UO_0000065";"10.06";"0.19";"-0.55";"5.71";"0";"CHEMBL5730325";"Activity Assay: Stock solution of substrate (Mca-Lys-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2) was prepared in DMSO at a concentration of 6 mM. Assays were performed in an assay buffer (50 mM Tris pH 7.5, 300 mM NaCl, 10 uM ZnSO4, 5 mM CaCl2, 0.005% Brij-35). The final DMSO concentration in all assays was 1.0%. The used substrate concentration was 3.33 uM. The assays were carried out at 37° C. The fluorescence changes, resulting from the substrate cleavage, were detected using excitation at 340 nm and emission wavelength of 405 nm using a Wallac 1420 Microplate Reader. The reaction mixtures were preincubated with the inhibitors for 30 minutes. The reactions were started by the addition of MMP substrate, and the fluorescence intensity changes were measured after 60 minutes. The obtained fluorescence values were normalized and % inhibition values calculated. Dose response curves were determined from 6 concentration points using three fold dilution steps, each concentration point was determined in dupllicate. IC50 values were calculated from the dose response curves. FIGS. 1-4 show the dose response curves of Compound 1 and ilomastat on on MMP1, -2, -9, -13 activities respectively.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725232";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"33000.0"
"CHEMBL399566";"";"None";"489.98";"0";"4.19";"(S)-8m";"Cc1ccc(Oc2ccc(N(C[C@H](Nc3cccc(Cl)c3)C(=O)NO)S(C)(=O)=O)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL944755";"Inhibition of MMP1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140820";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"10.0"
"CHEMBL254506";"";"None";"473.53";"0";"3.68";"(S)-8l";"Cc1ccc(Oc2ccc(N(C[C@H](Nc3cccc(F)c3)C(=O)NO)S(C)(=O)=O)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL944755";"Inhibition of MMP1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140820";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"10.0"
"CHEMBL400784";"";"None";"483.59";"0";"3.78";"(S,R)-8i";"Cc1ccc(Oc2ccc(N(C[C@H](N[C@H](C)c3ccccc3)C(=O)NO)S(C)(=O)=O)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL944755";"Inhibition of MMP1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140820";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"10.0"
"CHEMBL256018";"";"None";"414.87";"0";"1.55";"(S)-14b";"CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(OCc2ccc(Cl)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL949170";"Inhibition of catalytic domain MMP1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142348";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"10.0"
"CHEMBL270230";"";"None";"456.52";"0";"2.99";"(S)-5f";"Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(=O)(=O)Cc3ccccc3)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL949170";"Inhibition of catalytic domain MMP1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142348";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"10.0"
"CHEMBL411519";"";"None";"394.45";"0";"1.81";"(S)-5b";"CCS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(C)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL949170";"Inhibition of catalytic domain MMP1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142348";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"10.0"
"CHEMBL62245";"";"None";"391.51";"0";"2.33";"6b";"CCCCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"16.34";"0.31";"4.07";"5.95";"0";"CHEMBL677169";"50% inhibition of human recombinant fibroblast collagenase (MMP-1, HFC)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130307";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"400.0"
"CHEMBL416510";"";"None";"404.55";"0";"3.69";"5d";"CCCCCCCCC[C@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC";"IC50";"'='";"7000.0";"nM";"5.16";"";"";"UO_0000065";"12.74";"0.24";"1.46";"5.40";"0";"CHEMBL677169";"50% inhibition of human recombinant fibroblast collagenase (MMP-1, HFC)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130307";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"7000.0"
"CHEMBL295526";"";"None";"490.58";"0";"2.83";"39";"COc1ccc(S(=O)(=O)C(CC(=O)NO)CN(C)C(=O)c2ccccc2)cc1OC1CCCC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL872790";"Inhibitory activity against recombinant matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133244";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"10000.0"
"CHEMBL319055";"";"None";"374.46";"0";"2.45";"(-)6c";"O=C(NO)c1ccccc1S(=O)(=O)N1CCC(Cc2ccccc2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL718871";"50 percent inhibition of human Matrix metalloprotease-1 by the cleavage of fluorogenic peptide MCA-Pro-Leu-Gly-Leu-Dpa-ala-Arg-NH2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133364";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"10000.0"
"CHEMBL94467";"";"None";"458.46";"0";"3.19";"(-)6e";"O=C(NO)c1ccccc1S(=O)(=O)N1CCC(OCc2ccc(C(F)(F)F)cc2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL718871";"50 percent inhibition of human Matrix metalloprotease-1 by the cleavage of fluorogenic peptide MCA-Pro-Leu-Gly-Leu-Dpa-ala-Arg-NH2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133364";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"10000.0"
"CHEMBL440498";"CTS-1027";"2.0";"425.89";"0";"3.21";"RS-130830";"O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"14.32";"0.30";"2.89";"5.98";"0";"CHEMBL718871";"50 percent inhibition of human Matrix metalloprotease-1 by the cleavage of fluorogenic peptide MCA-Pro-Leu-Gly-Leu-Dpa-ala-Arg-NH2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133364";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"800.0"
"CHEMBL25227";"";"None";"550.64";"1";"4.89";"2";"CNC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)C(CC(C)C)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"11.93";"0.23";"1.68";"5.68";"0";"CHEMBL709101";"Inhibitory activity against recombinant matrix metalloprotease-1 (MMP-1).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132009";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"270.0"
"CHEMBL267178";"";"None";"393.47";"0";"1.81";"CGS-27023A";"COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(=O)NO)C(C)C)cc1";"IC50";"'='";"56.0";"nM";"7.25";"";"";"UO_0000065";"18.43";"0.37";"5.44";"6.66";"0";"CHEMBL4372229";"Inhibition of recombinant human pro-MMP1 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition and measured every 10 secs for 15 mins in presence of APMA by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371035";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"56.0"
